City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
446,Whitehorse,60.7161,-135.0538,63.37,42,100,16.11,CA,overcast clouds
447,Amahai,-3.3333,128.9167,78.53,89,100,10.49,ID,light rain
448,Caimito,8.8123,-75.4107,77.76,96,89,7.11,CO,overcast clouds
449,Griffith,41.5284,-87.4237,71.53,92,75,9.22,US,broken clouds
450,Uthal,25.8072,66.6219,88.86,67,100,11.32,PK,overcast clouds
451,Atar,20.5169,-13.0499,89.15,17,3,0.89,MR,clear sky
452,Wewak,-3.5534,143.6268,83.68,77,87,9.6,PG,overcast clouds
453,Oakdale,44.963,-92.9649,77.9,74,0,3.44,US,clear sky
454,Bom Jesus,-9.0744,-44.3586,67.33,51,8,1.99,BR,clear sky
455,Bima,-8.4667,118.7167,87.64,56,29,6.71,ID,scattered clouds
456,Forestville,38.8451,-76.875,73.51,95,20,8.05,US,few clouds
457,Abu Dhabi,24.4667,54.3667,93.22,73,50,6.91,AE,scattered clouds
458,Ostrovnoy,68.0531,39.5131,60.21,77,9,12.59,RU,clear sky
459,Capaci,38.1711,13.2393,79.25,39,0,2.3,IT,clear sky
460,Vohibinany,-17.35,49.0333,64.18,97,94,4.54,MG,light rain
461,Ulaanbaatar,47.9077,106.8832,66.33,45,20,4.47,MN,few clouds
462,Upata,8.0086,-62.3989,73.18,98,100,3.09,VE,overcast clouds
463,Beloha,-25.1667,45.05,64.96,83,7,14.65,MG,clear sky
464,Ancud,-41.8697,-73.8203,46.22,87,100,13.06,CL,light rain
465,Capinota,-17.7167,-66.2333,60.26,73,7,2.28,BO,clear sky
466,Kahramanmaras,38.0,37.0,59.92,73,0,8.41,TR,clear sky
467,Gushikawa,26.3544,127.8686,89.6,79,75,16.11,JP,broken clouds
468,Guozhen,34.3659,107.359,84.85,43,100,4.83,CN,overcast clouds
469,Cartagena Del Chaira,1.3349,-74.8429,71.51,99,90,1.83,CO,overcast clouds
470,Kisangani,0.5167,25.2,70.23,95,99,2.59,CD,overcast clouds
471,Kambove,-10.8764,26.5969,50.88,62,2,6.44,CD,clear sky
472,Burayevo,55.8407,55.4083,69.46,77,89,3.29,RU,overcast clouds
473,Usinsk,65.9939,57.5281,69.19,78,100,5.39,RU,overcast clouds
474,Arona,28.0996,-16.681,68.7,80,20,5.75,ES,few clouds
475,Valparaiso,-33.0393,-71.6273,48.47,81,0,5.75,CL,clear sky
476,Ullal,12.8,74.85,79.75,89,75,3.44,IN,broken clouds
477,Aginskoye,51.1,114.53,65.37,72,100,11.12,RU,overcast clouds
478,Talas,38.6908,35.5538,59.67,72,40,5.75,TR,scattered clouds
479,Broken Hill,-31.95,141.4333,60.13,50,8,22.86,AU,clear sky
480,Pirogovo,56.7796,53.1495,69.66,81,29,2.39,RU,scattered clouds
481,Ballina,-28.8667,153.5667,72.01,47,0,10.04,AU,clear sky
482,Cukai,4.25,103.4167,86.0,70,100,7.18,MY,overcast clouds
483,Cairns,-16.9167,145.7667,79.11,67,40,13.8,AU,scattered clouds
484,Bambanglipuro,-7.95,110.2833,81.1,75,86,14.09,ID,overcast clouds
485,Ikorodu,6.6191,3.5041,75.58,87,99,9.98,NG,light rain
486,Flagstaff,35.1981,-111.6513,80.26,53,0,5.75,US,clear sky
487,Manzanillo,20.3433,-77.1167,77.34,84,47,3.38,CU,scattered clouds
488,Veraval,20.9,70.3667,82.87,82,69,18.23,IN,broken clouds
489,Cedar Mill,45.5248,-122.8109,71.15,61,40,11.5,US,scattered clouds
490,Saint Anthony,45.0205,-93.218,78.42,71,40,4.61,US,scattered clouds
491,Serebryansk,49.6925,83.2892,78.57,46,59,7.56,KZ,broken clouds
492,Tingo Maria,-9.2895,-76.0088,67.28,98,55,2.17,PE,broken clouds
493,San Patricio,28.017,-97.5169,84.88,75,0,10.96,US,clear sky
494,Coihaique,-45.5752,-72.0662,35.55,87,0,5.75,CL,clear sky
495,Cohoes,42.7742,-73.7001,74.39,78,58,1.01,US,broken clouds
496,Kirovskiy,45.0917,133.5136,76.17,63,99,8.41,RU,overcast clouds
497,Isiro,2.7739,27.616,65.12,99,95,1.59,CD,overcast clouds
498,Ustyuzhna,58.8394,36.4321,56.07,71,92,2.8,RU,overcast clouds
499,Zonguldak,41.25,31.8333,61.36,83,0,3.42,TR,clear sky
500,Padang,-0.9492,100.3543,84.25,60,43,4.43,ID,scattered clouds
501,Tabou,4.423,-7.3528,74.7,85,100,7.83,CI,overcast clouds
502,Husavik,66.0449,-17.3389,48.13,98,100,6.29,IS,overcast clouds
503,Muzhi,65.3667,64.6667,67.96,51,15,3.22,RU,few clouds
504,Bubaque,11.2833,-15.8333,80.28,85,79,14.58,GW,light rain
505,Stralsund,54.3091,13.0818,57.02,83,39,10.71,DE,scattered clouds
506,Naberera,-4.2,36.9333,56.21,82,100,8.93,TZ,overcast clouds
507,Parana,-31.732,-60.5238,40.51,87,2,5.86,AR,clear sky
508,Ambilobe,-13.2,49.05,65.17,76,1,3.67,MG,clear sky
509,Lokoja,7.8024,6.743,72.61,96,100,3.11,NG,overcast clouds
510,Russell,32.3502,-85.1999,80.2,94,0,0.0,US,clear sky
511,Caiaponia,-16.9567,-51.8103,66.85,50,47,1.86,BR,scattered clouds
512,Tucumcari,35.1717,-103.725,89.44,17,0,11.5,US,clear sky
513,Cauquenes,-35.9671,-72.3225,42.55,86,100,4.47,CL,overcast clouds
514,Presidencia Roque Saenz Pena,-26.7852,-60.4388,43.88,87,0,4.9,AR,clear sky
515,Sampit,-2.5333,112.95,71.89,96,100,3.31,ID,overcast clouds
516,Cody,44.5263,-109.0565,80.82,36,0,9.22,US,clear sky
517,Salym,60.0625,71.4789,67.57,49,21,7.09,RU,few clouds
518,Vakhrushev,48.9833,142.9667,55.45,90,100,3.65,RU,moderate rain
519,Angoche,-16.2325,39.9086,64.42,94,31,10.83,MZ,scattered clouds
520,Gizo,-8.103,156.8419,83.52,71,77,5.84,SB,light rain
521,Ormond Beach,29.2858,-81.0559,79.02,93,75,3.44,US,broken clouds
522,Krasnoselkup,65.7,82.4667,67.42,46,63,11.7,RU,broken clouds
523,Jalingo,8.8833,11.3667,71.92,96,100,4.16,NG,light rain
524,Zhigansk,66.7697,123.3711,59.9,63,84,15.48,RU,broken clouds
525,Williams Lake,52.1415,-122.1445,63.97,67,75,17.27,CA,broken clouds
526,Maarianhamina,60.0973,19.9348,55.26,71,20,9.22,AX,few clouds
527,Nantucket,41.2835,-70.0995,71.71,90,40,5.75,US,scattered clouds
528,Mangawan,24.6833,81.55,92.7,48,9,12.01,IN,clear sky
529,Orlik,52.5178,99.825,61.93,57,71,5.46,RU,light rain
530,Balykshi,47.0667,51.8667,82.4,30,0,13.42,KZ,clear sky
531,Bintulu,3.1667,113.0333,81.01,78,20,5.99,MY,few clouds
532,Anzio,41.4853,12.6179,74.86,67,0,5.3,IT,clear sky
533,Macroom,51.9,-8.95,61.14,94,100,4.16,IE,overcast clouds
534,Geilo,60.5333,8.2076,50.56,69,100,6.15,NO,overcast clouds
535,Avera,33.194,-82.5271,76.55,82,46,4.25,US,scattered clouds
536,Kimbe,-5.5502,150.1429,87.19,64,64,4.29,PG,light rain
537,Price,39.5994,-110.8107,85.26,21,0,5.75,US,clear sky
538,Sai Buri,6.7013,101.6168,87.51,67,33,2.21,TH,scattered clouds
539,Maine-Soroa,13.2114,12.0241,79.57,69,98,5.12,NE,light rain
540,Assiniboia,49.6334,-105.9845,80.42,29,0,1.14,CA,clear sky
541,Ducheng,23.2373,111.5317,89.56,71,94,4.23,CN,overcast clouds
542,Pahrump,36.2083,-115.9839,99.25,24,55,4.0,US,broken clouds
543,San Jose,37.3394,-121.895,78.94,59,20,10.36,US,few clouds
544,Dvurechensk,56.5982,61.0953,71.98,67,13,7.85,RU,few clouds
545,Baoro,5.6667,15.9667,67.3,98,100,3.0,CF,light rain
546,Wajima,37.4,136.9,83.08,74,75,6.91,JP,broken clouds
547,Mirnyy,62.5353,113.9611,59.23,76,100,8.99,RU,overcast clouds
548,Dabat,12.9842,37.765,53.87,87,100,1.41,ET,overcast clouds
549,Blytheville,35.9273,-89.919,85.93,62,0,5.75,US,clear sky
550,Bowen,-20.0167,148.2333,71.47,65,0,17.38,AU,clear sky
551,Jinka,5.65,36.65,63.46,69,93,3.11,ET,overcast clouds
552,Tashla,51.7716,52.7427,76.08,56,55,7.16,RU,broken clouds
553,Ayagoz,47.9714,80.4392,84.49,22,33,18.41,KZ,scattered clouds
554,Moron,-34.6534,-58.6198,43.97,79,6,7.58,AR,clear sky
555,Launceston,-41.45,147.1667,53.62,77,89,18.41,AU,overcast clouds
556,Kapuskasing,49.4169,-82.4331,68.09,82,20,5.75,CA,haze
557,Naze,28.3667,129.4833,79.72,80,100,14.03,JP,light rain
558,Salumbar,24.1333,74.05,80.58,83,99,7.61,IN,overcast clouds
559,Shimoda,34.6667,138.95,83.1,76,33,11.43,JP,scattered clouds
560,Zapolyarnyy,69.4154,30.8136,52.88,89,98,4.27,RU,overcast clouds
561,Doume,4.2333,13.45,67.15,99,100,2.86,CM,overcast clouds
562,Hit,33.6416,42.8251,88.57,29,0,16.15,IQ,clear sky
563,High Level,58.5169,-117.136,62.71,94,75,2.3,CA,broken clouds
564,Misratah,32.3754,15.0925,76.44,68,0,4.25,LY,clear sky
565,Kyrksaeterora,63.2906,9.0891,48.2,94,100,3.38,NO,overcast clouds
566,Pozo Colorado,-23.4923,-58.7972,51.55,83,100,4.74,PY,overcast clouds
567,Tynda,55.1667,124.7167,76.69,71,21,5.35,RU,light rain
568,Petatlan,17.5167,-101.2667,77.05,93,100,6.13,MX,overcast clouds
569,Portsmouth,50.799,-1.0913,64.96,90,46,1.99,GB,scattered clouds
570,Shetpe,44.1667,52.1167,94.62,19,0,12.15,KZ,clear sky
571,Victor Harbor,-35.5667,138.6167,53.67,85,38,1.01,AU,moderate rain
572,Port-Cartier,50.0334,-66.8654,58.68,96,72,2.82,CA,broken clouds
573,Luwuk,-0.9516,122.7875,83.46,73,100,7.14,ID,moderate rain
574,Soe,-9.8607,124.284,72.99,64,57,8.81,ID,broken clouds
575,Portland,45.5234,-122.6762,71.91,62,20,9.22,US,few clouds
576,Mae Ramat,16.984,98.5166,89.8,67,95,2.17,TH,overcast clouds
577,Butembo,0.15,29.2833,56.1,91,71,1.79,CD,broken clouds
578,Namibe,-15.1961,12.1522,68.38,69,0,7.76,AO,clear sky
579,Puerto Lopez,4.0845,-72.956,73.35,94,59,2.08,CO,broken clouds
580,Pinega,64.7001,43.3936,63.14,68,8,7.29,RU,clear sky
581,Abalak,58.1286,68.5944,67.93,65,67,7.94,RU,broken clouds
582,Agudos,-22.4692,-48.9875,68.14,64,100,3.67,BR,overcast clouds
583,Stokmarknes,68.5646,14.9108,48.18,93,75,4.61,NO,broken clouds
584,Comodoro Rivadavia,-45.8667,-67.5,39.06,65,0,4.61,AR,clear sky
585,Tazmalt,36.3868,4.3989,80.8,40,0,1.66,DZ,clear sky
586,The Valley,18.217,-63.0578,82.26,82,2,21.16,AI,clear sky
587,Pokhara,28.2333,83.9833,84.07,70,20,4.14,NP,few clouds
588,Eyl,7.9803,49.8164,79.47,54,92,31.76,SO,overcast clouds
589,Guanica,17.9716,-66.908,82.06,87,3,8.03,PR,clear sky
590,Half Moon Bay,37.4636,-122.4286,75.11,90,100,19.57,US,mist
591,Piacabucu,-10.4056,-36.4344,72.81,84,41,9.17,BR,scattered clouds
592,Emerald,-23.5333,148.1667,71.35,46,0,9.69,AU,clear sky
593,Ixtapa,20.7,-105.2,80.22,90,100,3.42,MX,overcast clouds
594,Kidal,18.4411,1.4078,84.02,54,100,8.43,ML,overcast clouds
595,Olinda,-8.0089,-34.8553,74.93,88,75,9.22,BR,broken clouds
596,Magnolia,33.2671,-93.2393,80.29,78,100,3.76,US,overcast clouds
597,Iquitos,-3.7481,-73.2472,73.44,100,20,2.3,PE,few clouds
598,Kresek,-6.1314,106.3797,88.11,72,97,3.83,ID,moderate rain
599,Saldanha,-33.0117,17.9442,59.05,63,0,14.32,ZA,clear sky
600,Concordia,-31.393,-58.0209,45.79,94,15,3.0,AR,few clouds
601,Trelew,-43.249,-65.3051,37.54,58,44,9.71,AR,scattered clouds
602,Dutse,11.7594,9.3392,73.36,83,100,9.46,NG,overcast clouds
603,Lansing,42.7325,-84.5555,71.51,91,99,5.86,US,overcast clouds
604,Aden,12.7794,45.0367,83.35,81,100,1.57,YE,overcast clouds
605,Oussouye,12.485,-16.5469,82.49,88,58,7.74,SN,broken clouds
606,Nuevo Progreso,23.1667,-97.95,79.54,88,88,5.23,MX,overcast clouds
607,Thies,14.8342,-17.1061,81.25,78,75,9.22,SN,broken clouds
608,Balikpapan,-1.2675,116.8289,81.59,74,20,5.75,ID,few clouds
609,San Carlos De Bariloche,-41.1456,-71.3082,36.25,87,75,17.27,AR,broken clouds
610,Dali,25.7,100.1833,77.04,61,100,4.9,CN,overcast clouds
611,Ambanja,-13.6833,48.45,65.88,75,24,3.74,MG,few clouds
612,Polonnaruwa,7.9333,81.0,90.48,48,100,13.06,LK,overcast clouds
613,Qeshm,26.9581,56.2719,91.27,69,71,1.83,IR,broken clouds
614,Bairiki,1.3292,172.9752,82.4,74,75,14.97,KI,moderate rain
615,Southbridge,42.0751,-72.0334,69.82,96,100,3.0,US,overcast clouds
616,Klaksvik,62.2266,-6.589,50.92,84,81,18.63,FO,broken clouds
617,Soyo,-6.1349,12.3689,69.96,92,70,7.61,AO,broken clouds
618,Warmbad,-28.45,18.7333,59.27,31,2,14.5,NA,clear sky
619,Tiznit,29.5833,-9.5,76.03,50,4,1.16,MA,clear sky
620,Camiri,-20.05,-63.5167,50.5,62,100,3.8,BO,overcast clouds
621,Aswan,24.0934,32.907,83.5,24,0,13.8,EG,clear sky
622,Binabalian,16.4202,119.9279,83.77,73,100,2.82,PH,overcast clouds
623,Muroto,33.2833,134.15,79.75,77,100,8.57,JP,light rain
624,Diffa,13.3154,12.6113,79.99,67,99,4.36,NE,light rain
625,Bathurst,-33.4166,149.5806,54.07,54,0,17.67,AU,clear sky
626,Campos Sales,-7.0744,-40.3761,66.72,81,5,8.68,BR,clear sky
627,Margate,51.3813,1.3862,61.7,77,97,4.0,GB,overcast clouds
628,Ulaangom,49.9811,92.0667,74.07,33,15,6.51,MN,few clouds
629,Kangaba,11.9333,-8.4167,70.36,92,100,2.93,ML,light rain
630,Koroni,36.8,21.95,81.07,54,0,11.03,GR,clear sky
631,Chekhov,55.1431,37.4711,57.15,78,100,2.42,RU,overcast clouds
632,Mweka,-4.85,21.5667,73.17,55,76,0.94,CD,broken clouds
633,Kibaya,-5.3,36.5667,50.83,95,91,4.27,TZ,overcast clouds
634,Surt,31.2089,16.5887,75.52,68,0,5.28,LY,clear sky
635,Clyde River,70.4692,-68.5914,32.23,100,100,13.8,CA,fog
636,Broadford,-37.2,145.0667,53.85,92,100,9.89,AU,light rain
637,Nichinan,31.6,131.3667,80.28,71,100,7.49,JP,overcast clouds
638,Kemin,42.7846,75.6892,85.05,19,0,2.8,KG,clear sky
639,Saurimo,-9.6608,20.3916,61.81,41,19,8.57,AO,few clouds
640,Prainha,-1.8,-53.48,73.54,88,41,2.37,BR,scattered clouds
641,Traverse City,44.7631,-85.6206,68.07,78,0,0.0,US,clear sky
642,Beringovskiy,63.05,179.3167,61.3,70,100,6.38,RU,light rain
643,Zhaotong,27.3167,103.7167,75.15,74,100,6.02,CN,overcast clouds
644,Amuntai,-2.4177,115.2494,77.23,87,100,4.5,ID,overcast clouds
645,Mamakan,57.8161,114.0028,63.43,86,100,2.42,RU,overcast clouds
646,Cap Malheureux,-19.9842,57.6142,69.48,73,18,7.0,MU,few clouds
647,Miri,4.4148,114.0089,80.74,83,40,1.14,MY,scattered clouds
648,Jiwani,25.05,61.7417,83.23,85,100,16.17,PK,overcast clouds
649,Daru,-9.0763,143.2092,79.83,73,64,11.23,PG,broken clouds
650,Agadez,19.75,10.25,82.76,47,54,8.72,NE,broken clouds
651,Conde,-7.2597,-34.9075,72.86,100,75,6.91,BR,broken clouds
652,Escalerillas,22.1333,-101.0667,60.67,63,20,9.22,MX,few clouds
653,Agirish,61.9247,63.0231,69.35,48,100,5.79,RU,overcast clouds
654,Coro,11.4045,-69.6734,78.39,87,69,12.53,VE,broken clouds
655,Barranca,-10.75,-77.7667,59.97,85,44,9.1,PE,scattered clouds
656,Omsukchan,62.5333,155.8,73.54,59,67,12.95,RU,light rain
657,Chiman,32.5463,73.8138,90.34,54,98,6.08,PK,light rain
658,Tutoia,-2.7619,-42.2744,77.54,89,21,7.52,BR,few clouds
659,Along,28.1667,94.7667,90.88,62,98,2.15,IN,overcast clouds
660,Dangriga,16.9692,-88.2321,80.29,78,100,6.4,BZ,overcast clouds
661,Vanimo,-2.6741,141.3028,79.48,89,100,4.18,PG,moderate rain
662,Arlit,18.7369,7.3853,84.54,45,16,5.3,NE,few clouds
663,Kiunga,-6.1219,141.2906,81.63,71,100,3.53,PG,overcast clouds
664,Touros,-5.1989,-35.4608,74.41,91,72,12.21,BR,broken clouds
665,Tigzirt,36.8886,4.1198,77.47,63,0,6.78,DZ,clear sky
666,Giyani,-23.3025,30.7187,58.78,83,97,6.22,ZA,light rain
667,Honiara,-9.4333,159.95,87.26,59,58,9.57,SB,broken clouds
668,Sananduva,-27.9497,-51.8067,47.62,92,100,11.3,BR,overcast clouds
669,Malanje,-9.5402,16.341,59.68,45,2,3.2,AO,clear sky
670,At-Bashi,41.1702,75.8106,70.16,33,0,2.19,KG,clear sky
671,Thinadhoo,0.5333,72.9333,81.77,80,67,11.41,MV,broken clouds
672,Maumere,-8.6199,122.2111,81.9,62,17,2.77,ID,few clouds
673,Canchungo,12.0672,-16.0333,78.15,92,61,5.17,GW,light rain
